"reportNbr","offenseCode","offenseDsc","locationName","latitudeCrd","longitudeCrd","firstReportDtm"
"161004016","INDEXPOS","INDECENT EXPOSURE","49XX WILSON","38.87980853","-77.12284354","2016-10-04T12:10:00"
"161004014","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","18TH ST & S BELL ST S","38.85692737","-77.05235276","2016-10-04T11:12:00"
"161004007","PUBPEACE","PUBLIC PEACE - OTHER","21XX N POLLARD ST","38.89915668","-77.10517881","2016-10-04T08:25:00"
"161004004","DWILIQR","DRIVING UNDER INFLUENCE-LIQUOR","8XX NB","38.86376281","-77.06625775","2016-10-04T01:44:00"
"161003049","PUBLORDR","MISC PUBLIC ORDER CRIMES","23XX 11TH ST N","38.88777397","-77.08529613","2016-10-03T23:28:00"
"161004002","SMPLASLT","SIMPLE ASSAULT FAMILY","18XX N OAK ST","38.89444163","-77.07519409","2016-10-03T23:18:00"
"161003044","NARCOTIC","DANGEROUS DRUGS - OTHER","S ARLINGTON RIDGE RD & S GLEBE RD","38.84605505","-77.06385135","2016-10-03T20:39:00"
"161003043","VEHTHEFT","MOTOR VEHICLE THEFT BY BAILEE","26XX JEFFERSON","38.84954223","-77.05480237","2016-10-03T20:26:00"
"161003040","FRAUD","FRAUD SWINDLE","18XX S COLUMBIA PIKE","38.89149798","-77.08505101","2016-10-03T18:39:00"
"161003041","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","LEE HW ST & N UNDERWOOD","38.88835969","-77.15802789","2016-10-03T18:28:00"
"161003039","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","LEE HW ST & N POLLARD","38.89505387","-77.10834742","2016-10-03T18:01:00"
"161003042","LARCENY","LARCENY-FROM BUILDING","8XX S GREENBRIER ST","38.85445096","-77.11880882","2016-10-03T17:33:00"
"161003036","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","N GLEBE RD & ROCK SPRING RD","38.90897009","-77.13290774","2016-10-03T17:15:00"
"161003034","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","N GEORGE MASON & LEE HW DR","38.89750936","-77.13197898","2016-10-03T17:06:00"
"161003026","WARRSVC","WARRANT SERVICE","50XX S CLOUMBIA PIKE","38.8555275","-77.10941127","2016-10-03T14:03:00"
"161003029","LARCENY","LARC PARTS FROM VEHICLE","24XX CRYSTAL DR","38.85385617","-77.04933807","2016-10-03T13:39:00"
"161003027","LARCENY","LARC SHOPLIFTING","7XX N GLEBE RD","38.87782185","-77.11034057","2016-10-03T13:32:00"
"161003022","RECKLESS","RECKLESS DRIVING/ELUDING","32XX BLK N GLEBE RD","38.90974558","-77.1297536","2016-10-03T12:12:00"
"161003021","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","N GLEBE & WILSON BL RD","38.87938056","-77.11540155","2016-10-03T11:44:00"
"161003020","INDEXPOS","INDECENT EXPOSURE","12XX S HAYES ST","38.86316173","-77.05711339","2016-10-03T11:30:00"
"161003018","PDMVH&R","PROPERTY DAMAGE MOTOR VEH ACC-H&R","JEFFERSON DAVIS HW & WILSON BL","38.89657676","-77.06711475","2016-10-03T10:26:00"
"161003015","TREPASS","TRESPASSING","17XX ARMY NAVY DR","38.85512151","-77.079888","2016-10-03T09:10:00"
"161003012","FNDBODY","DEATHS AND BODIES FOUND OTHER","59XX WILSON","38.87332811","-77.13725887","2016-10-03T07:38:00"
"161003009","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","ARLINGTON BL & WASHINGTON BL","38.87338512","-77.08407648","2016-10-03T06:33:00"
"161003006","STLNPROP","STOLEN PROP SALE OF STOLEN PROP","19XX N 66","38.88494268","-77.15443637","2016-10-03T02:13:00"
"161002048","DRUNK","DRUNKENNESS","31XX WILSON","38.88760795","-77.09481649","2016-10-02T22:52:00"
"161002047","INTIMIDT","INTIMIDATION","50XX 10TH ST S","38.85347075","-77.11451199","2016-10-02T22:22:00"
"161002045","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","10TH & WILSON BL ST N","38.88595875","-77.10022342","2016-10-02T19:54:00"
"161002044","PDMVH&R","PROPERTY DAMAGE MOTOR VEH ACC-H&R","ARMY NAVY ST & S HAYES DR","38.86396878","-77.05691939","2016-10-02T19:21:00"
"161002042","FNDBODY","DEATHS NATURAL CAUSES","9XX N TAYLOR ST","38.88054665","-77.11219525","2016-10-02T18:22:00"
"161002041","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","16TH ST & S QUINCY ST S","38.85281411","-77.09859351","2016-10-02T18:21:00"
"161002040","LARCENY","LARCENY-BICYCLE","13XX N VEITCH ST","38.89048195","-77.08734756","2016-10-02T16:53:00"
"161002036","H & R","HIT & RUN","46XX 2ND ST S","38.86706356","-77.10894321","2016-10-02T16:24:00"
"161002035","LARCENY","LARC SHOPLIFTING","12XX S HAYES ST","38.8610266","-77.05697263","2016-10-02T16:18:00"
"161002031","LARCENY","LARCENY-FROM AUTO","31XX 12TH ST S","38.85954232","-77.09018736","2016-10-02T13:47:00"
"161002030","LARCENY","LARCENY - OTHER","12XX S FERN ST","38.86355389","-77.05457946","2016-10-02T13:34:00"
"161002027","VANDALSM","VANDALISM (PROP DAMAGE)-PRIVATE","15XX ARLINGTON","38.89307531","-77.0737754","2016-10-02T09:34:00"
"161002025","LARCENY","LARCENY-FROM BUILDING","10XX N GARFIELD ST","38.88464875","-77.09474251","2016-10-02T09:07:00"
"161002022","LARCENY","LARC SHOPLIFTING","26XX COLUMBIA PK","38.86381811","-77.08375679","2016-10-02T08:16:00"
"161002019","WARRSVC","WARRANT SERVICE","21XX WILSON","38.89280322","-77.08365323","2016-10-02T07:12:00"
"161002018","DRUNK","DRUNKENNESS","2XX N GLEBE RD","38.87440864","-77.10445586","2016-10-02T06:43:00"
"161002013","LARCENY","LARC PARTS FROM VEHICLE","46XX S FOUR MILE RUN DR","38.85607363","-77.10571477","2016-10-02T03:20:00"
"161002011","DISORDER","DISORDERLY CONDUCT","N IRVING & WASHINGTON BL ST","38.88709083","-77.0958992","2016-10-02T02:42:00"
"161002009","DRUNK","DRUNKENNESS","31XX WILSON","38.88557487","-77.09426255","2016-10-02T02:11:00"
"161002012","DRUNK","DRUNKENNESS","22XX S COLUMBIA PIKE","38.86556878","-77.08283716","2016-10-02T01:47:00"
"161002017","OTSEXOFF","SEX OFFENSE - OTHER","13XX S BUCHANAN ST","38.85229519","-77.10537594","2016-10-02T01:44:00"
"161002007","DISORDER","DISORDERLY CONDUCT","31XX CLARENDON","38.88738319","-77.09734194","2016-10-02T01:40:00"
"161002005","DRUNK","DRUNKENNESS","51XX N ARLINGTON","38.86712558","-77.11935592","2016-10-02T00:50:00"
"161002004","FRAUD","FRAUD IMPERSONATION","31XX CLARENDON","38.88547024","-77.09623988","2016-10-02T00:10:00"
"161001056","DRUNK","DRUNKENNESS","CLARENDON BL ST & N EDGEWOOD","38.88762947","-77.09042049","2016-10-01T22:49:00"
"161001053","SMPLASLT","SIMPLE ASSAULT FAMILY","33XX S STAFFORD ST","38.83469986","-77.08683746","2016-10-01T20:46:00"
"161001049","LARCENY","LARCENY - OTHER","1XX N WAYNE ST","38.8778263","-77.08622812","2016-10-01T19:10:00"
"161002001","LARCENY","LARCENY-FROM AUTO","12XX N FILLMORE ST","38.88592173","-77.09464144","2016-10-01T18:00:00"
"161001050","CHILDNEG","NEGLECTING CHILD","8XX S GREENBRIER ST","38.85706148","-77.1168396","2016-10-01T17:43:00"
"161001047","DRUNK","DRUNKENNESS","23XX 9TH ST N","38.88401317","-77.08789985","2016-10-01T17:09:00"
"161001045","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","COLUMBIA RD & S GLEBE PK","38.86050017","-77.0912646","2016-10-01T16:18:00"
"161001044","LARCENY","LARCENY-FROM AUTO","12XX S EADS ST","38.8628088","-77.05062653","2016-10-01T15:19:00"
"161001041","VEHTHEFT","VEHICLE THEFT - OTHER","5XX N QUINCY ST","38.87935176","-77.10686128","2016-10-01T14:52:00"
"161002003","LARCENY","LARCENY-FROM BUILDING","11XX ARMY NAVY DR","38.86624872","-77.06180347","2016-10-01T13:30:00"
"161001040","EMBEZZLE","EMBEZZLEMENT BUSINESS PROPERTY","11XX S HAYES ST","38.86312583","-77.05972731","2016-10-01T13:22:00"
"161001036","CONTEMPT","CONTEMPT OF COURT","14XX N COURTHOUSE RD","38.89155935","-77.08166685","2016-10-01T11:59:00"
"161001034","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","CATHEDRAL RD & N GLEBE LN","38.87202871","-77.09972915","2016-10-01T11:54:00"
"161001035","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","ARLINGTON BL PKWY & GEORGE WASHINGTON","38.89111164","-77.06617739","2016-10-01T11:14:00"
"161001033","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","LEE HW ST & N LYNN","38.89725154","-77.07188762","2016-10-01T11:00:00"
"161001032","TREPASS","TRESPASSING","55XX COLUMBIA PK","38.85462566","-77.12081704","2016-10-01T10:05:00"
"161001029","LARCENY","LARCENY-FROM AUTO","8XX 19TH ST S","38.85737961","-77.06016182","2016-10-01T09:18:00"
"161001030","TREPASS","TRESPASSING","8XX 19TH ST S","38.85716239","-77.05936796","2016-10-01T09:18:00"
"161001028","TREPASS","TRESPASSING","11XX S HAYES ST","38.8648072","-77.0617995","2016-10-01T09:08:00"
"161001027","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","13XX N STAFFORD ST","38.88685821","-77.11184604","2016-10-01T08:43:00"
"161001026","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","LEE HW ST & N LYNN","38.89700467","-77.07267741","2016-10-01T08:24:00"
"161001025","VEHTHEFT","MOTOR VEH THEFT-AUTOS","8XX 20TH ST S","38.85634303","-77.06271691","2016-10-01T08:16:00"
"161001021","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","3XX RT AT S HAYES ST","38.89639633","-77.0848725","2016-10-01T06:19:00"
"161001018","PDMVH&R","PROPERTY DAMAGE MOTOR VEH ACC-H&R","20TH & JEFFERSON DAVIS HW ST S","38.85675689","-77.05426779","2016-10-01T05:27:00"
"161001019","NARCOTIC","MARIJUANA-POSSESSING","9XX N LINCOLN ST","38.88486038","-77.10039652","2016-10-01T04:54:00"
"161001016","KIDNAPP","KIDNAPPING - OTHER","18XX WILSON","38.89398939","-77.08065","2016-10-01T04:02:00"
"161001014","FRAUD","FRAUD - OTHER","31XX WILSON","38.88786656","-77.09732565","2016-10-01T03:21:00"
"161001011","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","N, 3XX RT","38.89127656","-77.08476173","2016-10-01T02:44:00"
"161001010","LARCENY","LARCENY-FROM AUTO","26XX S COLUMBIA PIKE","38.87601448","-77.10687089","2016-10-01T02:16:00"
"161001009","LARCENY","LARCENY-FROM BUILDING","24XX CRYSTAL DR","38.85295703","-77.04894198","2016-10-01T02:16:00"
"161001012","DRUNK","DRUNKENNESS","12XX S HAYES ST","38.86394382","-77.06260082","2016-10-01T01:33:00"
"161001005","SMPLASLT","SIMPLE ASSAULT FAMILY","3XX 10TH ST S","38.86274481","-77.04993791","2016-10-01T01:02:00"
"161001002","PDMVH&R","PROPERTY DAMAGE MOTOR VEH ACC-H&R","31XX CLARENDON","38.8848558","-77.09648992","2016-10-01T00:05:00"
"161001003","LIQUOR","LIQUOR POSSESSING","20XX 15TH ST N","38.89041631","-77.0802943","2016-09-30T22:52:00"
"160930040","DRUNK","DRUNKENNESS","31XX WILSON BLVD","38.88723864","-77.09495639","2016-09-30T22:36:00"
"160930035","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","ARLINGTON BL & WASHINGTON BL","38.87376062","-77.08382282","2016-09-30T19:39:00"
"160930042","FRAUD","FRAUD - OTHER","22XX N WESTMORELAND ST","38.88478413","-77.16377856","2016-09-30T19:00:00"
"160930030","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","22ND ST & S DINWIDDIE ST S","38.84638351","-77.10594241","2016-09-30T17:33:00"
"160930029","DRUNK","DRUNKENNESS","34XX WILSON","38.88449617","-77.09852399","2016-09-30T16:43:00"
"160930024","LARCENY","LARCENY-BICYCLE","13XX N VEITCH ST","38.88767555","-77.08373109","2016-09-30T16:21:00"
"160930022","NARCOTIC","MARIJUANA-POSSESSING","14XX S FAIR ST","38.85913496","-77.05755636","2016-09-30T15:15:00"
"160930020","NARCOTIC","DANGEROUS DRUGS - OTHER","14XX N COURTHOUSE RD","38.88844893","-77.08505888","2016-09-30T15:04:00"
"160930037","LARCENY","LARCENY-FROM AUTO","33XX S POTOMAC AVE","38.84624953","-77.04870001","2016-09-30T15:00:00"
"160930017","NARCOTIC","NARCOTICS COCAINE-SELLING","14XX N COURTHOUSE RD","38.89105936","-77.08159594","2016-09-30T14:44:00"
"160930018","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","FAIRFAX DR & FORT MYER DR","38.89515454","-77.07251598","2016-09-30T14:37:00"
"160930016","LARCENY","LARCENY-FROM AUTO","5XX N JEFFERSON ST","38.87353489","-77.12453981","2016-09-30T13:30:00"
"160930012","VANDALSM","VANDALISM (PROP DAMAGE)-BUSINESS","6XX N GLEBE RD","38.87904888","-77.1094455","2016-09-30T09:59:00"
"160930034","WEAPONS","WEAPONS - OTHER","8XX S WALTER REED DR","38.86358647","-77.08964412","2016-09-30T09:15:00"
"160930007","LARCENY","LARCENY-FROM AUTO","57XX 9TH RD N","38.87768144","-77.13526377","2016-09-30T08:36:00"
"160930008","LARCENY","LARCENY-FROM AUTO","9XX N LEBANON ST","38.87660935","-77.1423143","2016-09-30T08:32:00"
"160930009","VEHTFTOS","MOTOR VEH THEFT-OUTSIDE JURSIDICT","14XX N BUCHANAN ST","38.88638043","-77.12378754","2016-09-30T08:22:00"
"160930006","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","16TH RD & N GLEBE ST N","38.89087189","-77.11736164","2016-09-30T08:03:00"
"160930004","VEHTHEFT","MOTOR VEH THEFT-AUTOS","8XX N LEBANON ST","38.87342574","-77.14347122","2016-09-30T07:37:00"
"160930005","LARCENY","LARCENY-FROM AUTO","8XX N LEXINGTON ST","38.87517442","-77.13193868","2016-09-30T07:24:00"
"160930003","DRUNK","DRUNKENNESS","51XX 7TH RD S","38.85986012","-77.11649394","2016-09-30T02:37:00"
"160929048","WARRSVC","WARRANT SERVICE","3XX 23RD ST S","38.85369251","-77.0504671","2016-09-29T22:54:00"
"160929045","ROBBERY","ROBBERY - OTHER","16XX WILSON","38.89304926","-77.07843921","2016-09-29T21:38:00"
"160929047","DRUNK","DRUNKENNESS","16XX WILSON","38.89541847","-77.07535103","2016-09-29T21:38:00"
"160929039","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","S GLEBE RD AT N, I3XX RT","38.84564297","-77.07823832","2016-09-29T19:53:00"
"160929038","LARCENY","LARC SHOPLIFTING","11XX S HAYES ST","38.86503718","-77.05968772","2016-09-29T19:49:00"
"160929046","LARCENY","LARC PARTS FROM VEHICLE","2XX 23RD ST S","38.85506079","-77.04912608","2016-09-29T19:24:00"
"160929040","LARCENY","LARC SHOPLIFTING","11XX S HAYES ST","38.86487111","-77.06125304","2016-09-29T19:20:00"
"160929036","FRAUD","FRAUD IMPERSONATION","26XX 19TH ST S","38.8558749","-77.08200569","2016-09-29T19:02:00"
"160929035","NARCOTIC","MARIJUANA-POSSESSING","24XX S GLEBE RD","38.84647195","-77.07955319","2016-09-29T18:18:00"
"160929034","LARCENY","LARCENY-FROM BUILDING","9XX ARMY NAVY DR","38.86429254","-77.05985993","2016-09-29T17:18:00"
"160929033","LARCENY","LARC SHOPLIFTING","11XX S HAYES ST","38.86241619","-77.05930313","2016-09-29T17:08:00"
"160929029","WARRSVC","WARRANT SERVICE","31XX 12TH ST S","38.86084267","-77.08761106","2016-09-29T16:05:00"
"160929028","WARRSVC","WARRANT SERVICE","27XX 12TH ST S","38.86040049","-77.08359105","2016-09-29T16:04:00"
"160929027","WARRSVC","WARRANT SERVICE","26XX 11TH ST S","38.86097087","-77.08438418","2016-09-29T16:03:00"
"160929026","WARRSVC","WARRANT SERVICE","20XX S OAKLAND ST","38.85181945","-77.08995677","2016-09-29T16:02:00"
"160929024","LARCENY","LARC SHOPLIFTING","21XX 15TH ST N","38.89145759","-77.08331111","2016-09-29T15:26:00"
"160929021","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","NB, I3XX NORTH AT","38.86710648","-77.05672585","2016-09-29T14:28:00"
"160929019","CNTRFIT","PASS COUNTERFEITED","12XX S HAYES ST","38.86084573","-77.05974748","2016-09-29T13:02:00"
"161001042","FRAUD","FRAUD - OTHER","41XX S FOUR MILE RUN DR","38.84735764","-77.10023602","2016-09-29T11:30:00"
"160929030","LARCENY","LARC PARTS FROM VEHICLE","33XX S BALL ST","38.84643112","-77.05249551","2016-09-29T10:45:00"
"160929012","LARCENY","LARC SHOPLIFTING","2XX N GLEBE RD","38.87453787","-77.10687952","2016-09-29T10:03:00"
"160929016","BURGLARY","BURG RESIDENCE-NO FORCE-DAY","43XX OLD DOMINION DR","38.89700496","-77.11242624","2016-09-29T10:02:00"
"116092916","ABDUCTIO","N / KIDNAPPING","42XX E 33RD, AL","38.83602532","-77.08455696","2016-09-29T09:52:00"
"116092917","ABDUCTIO","N / KIDNAPPING","42XX E 33RD, AL","38.83351879","-77.08701541","2016-09-29T09:52:00"
"160929011","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","N WESTMORELAND & WILLIAMSBURG BL ST","38.89386868","-77.168034","2016-09-29T08:49:00"
"160929010","TREPASS","TRESPASSING","9XX ARMY NAVY DR","38.86603447","-77.06273049","2016-09-29T08:46:00"
"160929008","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","3XX ARMY NAVY DR","38.86281249","-77.0542272","2016-09-29T07:50:00"
"160929006","DWILIQR","DRIVING UNDER INFLUENCE-LIQUOR","7XX S 395","38.83810578","-77.08451711","2016-09-29T02:13:00"
"160929004","DISORDER","DISORDERLY CONDUCT","FAIRFAX & WILSON BL DR","38.88637566","-77.09566593","2016-09-29T01:59:00"
"160929005","TRAFPROB","TRAFFIC PROBLEM-OTHER","11TH RD & N GLEBE ST N","38.88521446","-77.11483955","2016-09-29T01:02:00"
"160929001","CNTRFIT","POSSESS COUNTERFEITED OBJECT","26XX JEFFERSON","38.84910478","-77.05244604","2016-09-29T00:45:00"
"160928057","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","IXX EAST AT","38.89804327","-77.08285494","2016-09-28T22:52:00"
"160929013","LARCENY","LARC PARTS FROM VEHICLE","20XX S EADS ST","38.85385227","-77.05612804","2016-09-28T22:00:00"
"160929017","LARCENY","LARC PARTS FROM VEHICLE","39XX LEE HWY","38.89734358","-77.107118","2016-09-28T20:30:00"
"160928054","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","N FILLMORE & WILSON BL ST","38.88990284","-77.09186677","2016-09-28T20:21:00"
"160928050","LARCENY","LARCENY - OTHER","11XX S HAYES ST","38.86481777","-77.06163187","2016-09-28T20:04:00"
"160928047","NARCOTIC","NARCOTICS COCAINE-SELLING","14XX N COURTHOUSE RD","38.88874357","-77.08420302","2016-09-28T19:15:00"
"160928049","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","ARLINGTON BL DR & FORT MYER","38.8899039","-77.07664001","2016-09-28T18:42:00"
"160928046","FRAUD","FRAUD SWINDLE","3XX N GLEBE RD","38.87280738","-77.10728302","2016-09-28T18:29:00"
"160928038","LARCENY","LARC SHOPLIFTING","12XX S HAYES ST","38.86316313","-77.05978236","2016-09-28T16:39:00"
"160928040","FRAUD","FRAUD - OTHER","16XX N GEORGE MASON DR","38.89006869","-77.12898904","2016-09-28T16:21:00"
"160928037","LARCENY","LARC SHOPLIFTING","21XX 15TH ST N","38.89218281","-77.08669203","2016-09-28T16:09:00"
"160928033","PROBVIOL","PROBATION VIOLATION","68XX LEE HWY","38.88750089","-77.16162748","2016-09-28T15:41:00"
"160928030","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","NB 110 NORTH AT RP, S3XX TO","38.87036372","-77.04942077","2016-09-28T14:47:00"
"160928029","LARCENY","LARCENY-FROM BUILDING","26XX N STUART ST","38.90768708","-77.1149716","2016-09-28T14:42:00"
"160928028","WEAPONS","WEAPONS-THREAT TO BOMB","21XX WASHINGTON","38.87546346","-77.08268827","2016-09-28T12:50:00"
"160928024","LARCENY","LARCENY-FROM BUILDING","17XX N GEORGE MASON DR","38.88963499","-77.12963439","2016-09-28T12:33:00"
"160928021","FRAUD","FRAUD SWINDLE","2XX 12TH ST S","38.86292551","-77.05095886","2016-09-28T11:26:00"
"160928020","TREPASS","TRESPASSING","9XX N STAFFORD ST","38.88077698","-77.11167055","2016-09-28T11:23:00"
"160928018","NARCOTIC","AMPHETAMINE-SELLING","37XX 12TH ST S","38.85972028","-77.09727004","2016-09-28T10:18:00"
"160928017","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","N QUANTICO & WASHINGTON BL ST","38.88847232","-77.15240268","2016-09-28T09:14:00"
"160928011","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","COLUMBIA ST & S QUEEN PK","38.86729605","-77.07492464","2016-09-28T07:41:00"
"160928008","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","ARLINGTON BL ST & N FILLMORE","38.87271826","-77.09046504","2016-09-28T07:35:00"
"160928035","LARCENY","LARCENY-FROM AUTO","59XX 8TH RD N","38.87456612","-77.13491729","2016-09-28T07:20:00"
"160928007","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","S WALTER REED & WASHINGTON BL DR","38.87426174","-77.08045743","2016-09-28T06:42:00"
"160928004","LARCENY","LARCENY - OTHER","16XX WILSON BLVD","38.89519455","-77.07616479","2016-09-28T01:45:00"
"160927050","LARCENY","LARC SHOPLIFTING","2XX N GLEBE RD","38.8748618","-77.1038978","2016-09-27T23:45:00"
"160928015","VEHTHEFT","MOTOR VEH THEFT-AUTOS","31XX 5TH ST N","38.88025723","-77.0944593","2016-09-27T23:30:00"
"160927046","NARCOTIC","MARIJUANA-SELLING","30XX COLUMBIA PK","38.8637907","-77.08951718","2016-09-27T19:48:00"
"160928019","VEHTHEFT","MOTOR VEH THEFT-AUTOS","X N GLEBE RD","38.87206897","-77.10309907","2016-09-27T19:45:00"
"160927042","NARCEQUP","NARCOTIC EQUIPMENT-POSSESSING","29XX S GLEBE RD","38.84685889","-77.0704741","2016-09-27T18:25:00"
"160927038","TREPASS","TRESPASSING","11XX S HAYES ST","38.86460784","-77.05981307","2016-09-27T18:16:00"
"160927033","SMPLASLT","SIMPLE ASSAULT NON FAMILY","11XX N GLEBE RD","38.88486915","-77.11522895","2016-09-27T16:56:00"
"160927032","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","LEE HW ST & N SYCAMORE","38.88896374","-77.15715808","2016-09-27T16:14:00"
"160927030","LARCENY","LARC PARTS FROM VEHICLE","9XX S MONROE ST","38.86284947","-77.095948","2016-09-27T15:30:00"
"160927028","LARCENY","LARCENY - OTHER","9XX N STUART ST","38.88091977","-77.10990591","2016-09-27T15:10:00"
"160927027","LARCENY","LARCENY - OTHER","42XX FAIRFAX DR","38.88322964","-77.11384122","2016-09-27T15:09:00"
"160927026","LARCENY","LARCENY - OTHER","31XX WILSON","38.88809394","-77.09336844","2016-09-27T15:09:00"
"160927022","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","18TH ST & S MONROE ST S","38.85484288","-77.08972798","2016-09-27T13:33:00"
"160927019","WARRSVC","WARRANT SERVICE","72XX EB","38.89613142","-77.10135862","2016-09-27T12:30:00"
"160927017","BURGLARY","BURG NONRES-FORCED-NIGHT","XX N GLEBE RD","38.87045551","-77.10091042","2016-09-27T11:37:00"
"160927016","SMPLASLT","SIMPLE ASSAULT NON FAMILY","13XX S DINWIDDIE ST","38.84803223","-77.11048225","2016-09-27T11:10:00"
"160927005","FNDBODY","DEATHS NATURAL CAUSES","17XX S HAYES ST","38.85984611","-77.05813624","2016-09-27T06:00:00"
"160927004","SMPLASLT","SIMPLE ASSAULT NON FAMILY","20XX BLK S EADS ST","38.85427763","-77.05420467","2016-09-27T00:58:00"
"160927002","OBSENITY","OBSCENE MATERIAL-MANUFACTURING","30XX S RANDOLPH ST","38.83906016","-77.08809124","2016-09-27T00:57:00"
"160926043","NARCOTIC","MARIJUANA-POSSESSING","29XX S GLEBE RD","38.84323764","-77.06886332","2016-09-26T22:27:00"
"160926044","FNDBODY","DEATHS NATURAL CAUSES","21XX S OAKLAND ST","38.84907034","-77.08922028","2016-09-26T21:44:00"
"160926039","TREPASS","TRESPASSING","11XX S JOYCE ST","38.86296086","-77.06374206","2016-09-26T20:34:00"
"160926036","LARCENY","LARCENY - OTHER","6XX N GLEBE RD","38.87699499","-77.10888584","2016-09-26T19:26:00"
"160926031","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","COLUMBIA ST & S DINWIDDIE PK","38.85694189","-77.11316124","2016-09-26T17:13:00"
"160926033","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","S WALTER REED & WASHINGTON BL DR","38.87337182","-77.08001265","2016-09-26T17:08:00"
"160926027","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","N CARLIN SPRINGS ST & N VERMONT RD","38.87525295","-77.11561729","2016-09-26T15:22:00"
"160926025","NARCOTIC","MARIJUANA-SELLING","14XX N COURTHOUSE RD","38.89106107","-77.08422028","2016-09-26T14:29:00"
"160926021","TRAFPROB","TRAFFIC PROBLEM-OTHER","JEFFERSON DAVIS HW RD & S GLEBE","38.84423686","-77.05431901","2016-09-26T13:15:00"
"160927018","BURGLARY","BURG NONRES-ATTEMPTED FORCE-UNK","42XX 2ND RD N","38.87202447","-77.10676641","2016-09-26T11:42:00"
"160926018","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","S GLEBE ST & S JOYCE RD","38.84475039","-77.06590864","2016-09-26T11:22:00"
"160926015","LARCENY","LARCENY-BICYCLE","23XX 11TH ST N","38.88510757","-77.08546599","2016-09-26T09:15:00"
"160926014","FNDPROP","FOUND PROPERTY","48XX WILSON","38.87719434","-77.12174403","2016-09-26T08:48:00"
"160926013","LARCENY","LARCENY - OTHER","9XX N NELSON ST","38.88129359","-77.10543057","2016-09-26T08:16:00"
"160926011","TREPASS","TRESPASSING","26XX JEFFERSON","38.85049119","-77.05264303","2016-09-26T07:46:00"
"160926010","PUBPEACE","PUBLIC PEACE - OTHER","CLARENDON BL ST & N CLEVELAND","38.88825349","-77.09087859","2016-09-26T06:38:00"
"160926009","DWILIQR","DRIVING UNDER INFLUENCE-LIQUOR","ARLINGTON BL & WASHINGTON BL","38.8753399","-77.08597337","2016-09-26T06:17:00"
"160926008","ADMNSRVC","DEPARTMENTAL ADMINISTRATIVE SERV","20XX 15TH ST N","38.88979768","-77.08207183","2016-09-26T03:42:00"
"160926007","WEAPONS","WEAPONS-POSSESSION OF","900XX 395 HWY","38.86921459","-77.04730115","2016-09-26T03:17:00"
"160926005","PARKVIOL","PARKING VIOLATION","44XX N PERSHING DR","38.87160249","-77.11186742","2016-09-26T01:45:00"
"160926006","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","17XX 22ND CT N","38.90163491","-77.07945007","2016-09-26T01:39:00"
